station,uncertain01,uncertain02,lat,lon,pop_uncer
2,1.4143150533916,0.000477398463279988,41.872638,-87.623979,1.7247390079904
3,4.66371976608711,0.276939177393,41.8672259568,-87.6153553902,1.59471457415073
4,4.26007367836973,0.254710287527,41.856268,-87.613348,0.600602269644483
5,1.9514357436576,0.000330923485799994,41.874053,-87.627716,2.18716640605263
6,9.24724797709248,0.5417821124251,41.8850419923,-87.6127945394,3.94600913716155
7,1.70556341816747,0.00396752382099996,41.8863490627,-87.6175165471,0
9,0.879048672826516,0.000330923392699911,41.8287920199,-87.6806044594,0.175420228466928
11,2.64626656674454,0.000330923663000027,41.766638237,-87.5764501141,2.01406672764004
12,2.11217773683096,0.000330923477580014,41.7664094567,-87.5656875719,1.20951843203755
13,2.46277430962697,0.000330923272889971,41.932418,-87.652705,2.33340533138614
14,1.43100635232683,0.000330923421399953,41.858086,-87.651073,1.54525442655013
15,1.77843966465946,0.000330923621699952,41.858166,-87.656495,2.82658392428893
16,2.21787350978668,0.000330923184731935,41.910337,-87.670072,3.88887409902945
17,2.47233602860894,0.000330923759057966,41.90332,-87.67273,1.60734178621067
18,0.916291068093361,0.000330923066309885,41.8832715925,-87.6373132869,2.48774692745264
19,1.86137097032022,0.000330923755100021,41.869417,-87.660996,2.68368271246056
20,0.909241052057871,0.000330923832399965,41.910522,-87.653106,1.03733346549804
21,1.08589229289011,0.000330923436099972,41.87772613,-87.65478743,3.25577470784801
22,1.08725253416823,0.000330923748499967,41.8694821,-87.6554864,2.16179150202922
23,2.63031677044855,0.000330923310781994,41.902924,-87.637715,3.41887061306782
24,2.90434367555596,0.0051113559232,41.89186,-87.62062,3.83721883800792
25,4.6953328146821,0.000330923060710031,41.89766,-87.62351,1.70157283378238
26,3.08409525555088,0.0281215556075199,41.89102,-87.6173,2.49757205044462
27,1.84075285398774,0.000330923638599989,41.91021,-87.6435,2.06938105567959
28,2.1616370164011,0.000330923781589054,41.91468,-87.64332,1.18412566254788
29,1.5808219357161,0.000330923084000068,41.90068,-87.6626,3.31293153256821
30,2.58661504971595,0.000330923323358934,41.899643,-87.6677,2.05379990165791
31,1.8621784698136,0.000330923593400034,41.896776,-87.635633,1.98017847471655
32,1.19317679223768,0.000330923559531016,41.87464,-87.65703,0.608191973938343
33,0.899439416569966,0.000330923709599973,41.877181,-87.627844,2.06516882581571
34,1.52906528506014,0.0265311178810199,41.9267559875,-87.6344287848,0.83678871591121
35,5.84384545690016,0.2952263053408,41.892278,-87.612043,0.990407648958941
36,0.897973858613697,0.000330924096199947,41.8777079559,-87.6353211408,0.739505795601842
37,0.604607947597717,0.000330919643580008,41.8793563587,-87.6297910363,2.4700600944271
38,0.845933334721057,0.000330922978859949,41.8860208277,-87.6308760584,1.91707389627758
39,0.610633880538494,0.000330923811159956,41.8794723523,-87.6256886059,0.279370107046919
40,0.674755195459913,0.000330932043000054,41.8793443735,-87.6319852213,1.60690899484407
41,2.34979264999332,0.00033092397746004,41.8720776329,-87.6295437729,1.13143956635346
42,1.07875871744046,0.000330923955700002,41.852619,-87.626488,1.41246810004923
43,0.94151110774739,0.000330923420200024,41.8838927658,-87.6246491409,1.23042685616081
44,0.856734218569006,0.00033092346843,41.8847302006,-87.6277335692,2.59188338151312
45,0.796474572552736,0.000330923744400025,41.876243,-87.624426,1.15917026055423
46,3.31461451062254,0.000330923452020015,41.89993001,-87.63443007,2.77115826637375
47,1.76418562552807,0.000330923494750057,41.88918,-87.6277,2.22276796076103
48,1.19531809323163,0.00033092350130004,41.897764,-87.642884,2.94624336162762
49,0.58232015261872,0.000330923604139999,41.881319815,-87.6295209193,2.09426053167254
50,1.43662554404998,0.000330923736200028,41.8759326655,-87.6305845355,3.27786549342652
51,0.57117650776062,0.000330923335519984,41.884576228,-87.63188991,0.480148654325287
52,1.20982011146519,0.000330923769329972,41.886024,-87.624117,1.57601923733896
53,1.93132488090017,0.000330922923040933,41.894729,-87.633775,2.15871283153834
54,0.842223653177807,0.000330923268899941,41.896362458,-87.6540612729,0.271408286953966
55,0.621929504177534,0.00033092345337904,41.867324,-87.648625,0.686565340500677
56,0.869055248894366,0.00033092304278004,41.888716036,-87.6444478533,1.08707030383823
57,0.384124522238111,0.000330923680999962,41.8671177825,-87.6410879593,0.269355358728753
58,0.797131945452408,0.000330923273969996,41.916017,-87.668879,1.57912470558305
59,1.35522077646934,0.000330923651781001,41.867227,-87.625961,0.114682986989918
60,1.17370541625188,0.000330923663700022,41.9105780349,-87.6494219288,4.62403564004252
61,2.61641537680561,0.000330923425099994,41.907655,-87.672552,1.89009266284879
62,0.415787435329584,0.000330923641000069,41.8513751729,-87.6188346489,0.795136792600578
66,1.06529944516599,0.000330922495521802,41.885637,-87.641823,1.26795598402463
67,2.18323001450422,0.000330923602875011,41.9256018819,-87.6537080423,1.14591842556812
68,0.78282770402521,0.000330924084519957,41.875885,-87.640795,0.986503482378718
69,2.07291517706814,0.000330923553850004,41.9093960065,-87.6776919292,2.49049553077702
71,0.739323496357354,0.000330923332801936,41.8854833079,-87.6523048564,2.79007234136877
72,0.906357403437043,0.000330923338999978,41.860384,-87.625813,0.77980128293965
73,1.920650470893,0.000330923573540032,41.880422,-87.642746,1.10243718604323
74,1.26800772448091,0.000330923339499023,41.893882,-87.641711,1.19831900760648
75,1.69990166910169,0.000330924108799979,41.878534,-87.640978,0.887525016434035
76,5.82366492056417,0.33777574480023,41.880958,-87.616743,1.50544085971879
77,1.78425017776292,0.000330905858219932,41.882242,-87.641066,1.40773408032976
80,1.01879743429327,0.000330923624499935,41.88042,-87.655599,0.615455913234177
81,0.684181779784949,0.000330923124119975,41.884241,-87.629634,0.438063993637094
84,0.801146976027398,0.000330923499400115,41.891,-87.645925,0.48088934611603
85,7.23159264943393,0.119763252938942,41.90096039,-87.62377664,0.914889912535761
86,1.70966342318514,0.000330923199560074,41.89637337,-87.66098386,2.75578256030609
87,2.18389642820742,0.000330923770489044,41.92556258,-87.65840426,1.03593247562239
88,0.692515643946668,0.000330923218999968,41.88397,-87.655688,0.95527014973693
89,1.40622514496126,0.000330923976915032,41.8750091349,-87.6331058189,1.42940993911555
90,0.723009555087561,0.000330924041039959,41.8810317,-87.62408432,1.75349149531426
91,1.70241861563358,0.000330922945720014,41.88338,-87.64117,1.42942333776906
92,0.991341161299926,0.000330923603335975,41.894556,-87.653449,1.62023675627707
93,1.40445961707746,0.000330923524220039,41.913688,-87.652855,3.57831681993081
94,1.99269155992008,0.000330922748679963,41.918306,-87.636282,4.1125763082783
95,0.511305824989861,0.000330923212000012,41.7787005713,-87.5867876179,1.7226864881187
96,1.21500426966196,0.000330923075394951,41.8846161896,-87.6445705849,0.35595154918231
97,0.516848726542925,0.000638885771199971,41.865312,-87.617867,1.68487184609882
98,0.556082747274319,0.000330922868606032,41.882664,-87.63253,2.25429127392545
99,5.30271218201496,0.2108006561243,41.89257,-87.614492,2.66320697127964
100,1.01354165883328,0.000330923256870008,41.888243,-87.63639,1.88211025472457
101,2.6751807727124,0.143701631022,41.781016372,-87.5761197602,2.1527740101065
